Book Title,Price (£),Rating,Availability,Genre,Price Category
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,In stock,Biography,Medium
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,In stock,Science Fiction,Very Low
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,In stock,Unlabeled,Low
The Red Tent,35.66,5,In stock,Historical Fiction,Medium
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,In stock,Unlabeled,Medium
The Purest Hook (Second Circle Tattoos #3),12.25,1,In stock,Romance,Very Low
The Picture of Dorian Gray,29.7,2,In stock,Classics,Low
The Paris Wife,36.8,3,In stock,Default,Medium
The Obsession,45.43,1,In stock,Romance,Medium
The Nightingale,26.26,4,In stock,Fiction,Low
The New Guy (and Other Senior Year Distractions),44.92,3,In stock,Young Adult,Medium
The Nanny Diaries (Nanny #1),52.53,5,In stock,Womens Fiction,High
The Name of God is Mercy,37.25,2,In stock,Nonfiction,Medium
The Maze Runner (The Maze Runner #1),20.93,1,In stock,Default,Very Low
The Lover's Dictionary,58.09,2,In stock,Default,High
The Lonely Ones,43.59,5,In stock,Childrens,Medium
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,In stock,Business,Low
The Last Painting of Sara de Vos,55.55,2,In stock,Historical Fiction,High
"The Land of 10,000 Madonnas",29.64,4,In stock,Young Adult,Low
The Infinities,27.41,1,In stock,Fiction,Low
The Husband's Secret,52.51,5,In stock,Fiction,High
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,In stock,Unlabeled,High
The Guns of August,14.54,2,In stock,History,Very Low
The Guernsey Literary and Potato Peel Pie Society,49.53,1,In stock,Historical Fiction,High
The Goldfinch,43.58,3,In stock,Default,Medium
The Giver (The Giver Quartet #1),12.3,1,In stock,Default,Very Low
The Girl with All the Gifts,49.47,3,In stock,Horror,High
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,In stock,Default,Very Low
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,In stock,Unlabeled,High
The Exiled,43.45,3,In stock,Mystery,Medium
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,In stock,Unlabeled,Very Low
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,In stock,Science,Very Low
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,In stock,Science,High
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,In stock,Womens Fiction,Medium
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,In stock,Default,High
The Day the Crayons Came Home (Crayons),26.33,5,In stock,Childrens,Low
The Da Vinci Code (Robert Langdon #2),22.96,2,In stock,Fiction,Low
The Cuckoo's Calling (Cormoran Strike #1),19.21,1,In stock,Mystery,Very Low
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,In stock,Classics,Low
The Complete Poems,41.32,5,In stock,Unlabeled,Medium
The Catcher in the Rye,24.55,1,In stock,Unlabeled,Low
The Cat in the Hat (Beginner Books B-1),16.26,2,In stock,Childrens,Very Low
The Case for Christ (Cases for Christianity),47.84,1,In stock,Unlabeled,High
The Book Thief,53.49,2,In stock,Default,High
The Book of Basketball: The NBA According to The Sports Guy,44.84,5,In stock,Sports and Games,Medium
The Blind Side: Evolution of a Game,53.71,5,In stock,Unlabeled,High
The Autobiography of Malcolm X,23.43,2,In stock,Default,Low
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,In stock,Food and Drink,Low
The Art of Fielding,22.1,1,In stock,Fiction,Very Low
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,In stock,Science,Low
Stiff: The Curious Lives of Human Cadavers,36.74,3,In stock,Nonfiction,Medium
Spilled Milk: Based on a True Story,49.51,1,In stock,Nonfiction,High
Something Borrowed (Darcy & Rachel #1),48.96,5,In stock,Womens Fiction,High
Something Blue (Darcy & Rachel #2),54.62,1,In stock,Womens Fiction,High
Soldier (Talon #3),24.72,2,In stock,Fantasy,Low
Shopaholic & Baby (Shopaholic #5),46.45,2,In stock,Default,Medium
Seven Days in the Art World,52.33,2,In stock,Unlabeled,High
Seven Brief Lessons on Physics,30.6,4,In stock,Science,Low
Scarlet (The Lunar Chronicles #2),14.57,4,In stock,Young Adult,Very Low
Sarah's Key,46.29,1,In stock,Unlabeled,Medium
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,In stock,Sequential Art,Very Low
Running with Scissors,12.91,4,In stock,Autobiography,Very Low
Rogue Lawyer (Rogue Lawyer #1),50.11,3,In stock,Unlabeled,High
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,In stock,Nonfiction,Medium
Rework,44.88,2,In stock,Business,Medium
Reservations for Two,11.1,3,In stock,Romance,Very Low
Red: The True Story of Red Riding Hood,28.54,3,In stock,Childrens,Low
Ready Player One,19.07,4,In stock,Science Fiction,Very Low
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,In stock,Default,Medium
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,In stock,Sequential Art,Medium
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,In stock,Sequential Art,Medium
Packing for Mars: The Curious Science of Life in the Void,56.68,2,In stock,Default,High
Outliers: The Story of Success,14.16,1,In stock,Nonfiction,Very Low
Original Fake,31.45,3,In stock,Sequential Art,Low
Orange Is the New Black,24.61,2,In stock,Default,Low
One for the Money (Stephanie Plum #1),32.87,2,In stock,Default,Low
Notes from a Small Island (Notes From a Small Island #1),40.17,1,In stock,Nonfiction,Medium
Night (The Night Trilogy #1),13.51,1,In stock,Nonfiction,Very Low
Neither Here nor There: Travels in Europe,38.95,3,In stock,Travel,Medium
Naked,31.69,3,In stock,Humor,Low
Morning Star (Red Rising #3),29.4,1,In stock,Default,Low
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,In stock,Nonfiction,High
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,In stock,Fantasy,High
Me Talk Pretty One Day,57.6,2,In stock,Autobiography,High
Manuscript Found in Accra,34.98,2,In stock,Unlabeled,Low
Lust & Wonder,11.87,2,In stock,Autobiography,Very Low
Lila (Gilead #3),12.47,3,In stock,Fiction,Very Low
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,In stock,Science Fiction,Low
Life Without a Recipe,59.04,5,In stock,Autobiography,High
Life After Life,26.13,2,In stock,Default,Low
Letter to a Christian Nation,22.2,1,In stock,Nonfiction,Very Low
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,In stock,Nonfiction,Medium
Legend (Legend #1),43.69,4,In stock,Young Adult,Medium
"Lean In: Women, Work, and the Will to Lead",25.02,1,In stock,Default,Low
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,In stock,Humor,High
Lady Renegades (Rebel Belle #3),53.04,5,In stock,Young Adult,High
Jurassic Park (Jurassic Park #1),44.97,1,In stock,Fiction,Medium
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,In stock,Nonfiction,Medium
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,In stock,Default,Very Low
Into the Wild,56.7,5,In stock,Nonfiction,High
Inferno (Robert Langdon #4),41,5,In stock,Fiction,Medium
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,In stock,Nonfiction,Low
If I Run (If I Run #1),49.97,4,In stock,Christian Fiction,High
I've Got Your Number,19.69,1,In stock,Womens Fiction,Very Low
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,In stock,Nonfiction,Low
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,In stock,Food and Drink,Low
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,In stock,History,Medium
House of Leaves,54.89,1,In stock,Horror,High
Horrible Bear!,37.52,2,In stock,Childrens,Medium
Holidays on Ice,51.07,2,In stock,Humor,High
Heir to the Sky,44.07,4,In stock,Fantasy,Medium
Green Eggs and Ham (Beginner Books B-16),10.79,4,In stock,Childrens,Very Low
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,In stock,Sequential Art,Medium
Gratitude,26.66,5,In stock,Nonfiction,Low
Gone Girl,37.6,5,In stock,Default,Medium
Golden (Heart of Dread #3),42.21,4,In stock,Young Adult,Medium
Girl in the Blue Coat,46.83,2,In stock,Historical Fiction,Medium
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,In stock,Sequential Art,Medium
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,In stock,Sports and Games,High
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,In stock,Unlabeled,Very Low
Fifty Shades Freed (Fifty Shades #3),15.36,5,In stock,Adult Fiction,Very Low
Fellside,38.62,1,In stock,Default,Medium
Extreme Prey (Lucas Davenport #26),25.4,3,In stock,Mystery,Low
Eragon (The Inheritance Cycle #1),43.87,3,In stock,Fantasy,Medium
Eclipse (Twilight #3),18.74,1,In stock,Default,Very Low
Dune (Dune #1),54.86,1,In stock,Science Fiction,High
Dracula,52.62,3,In stock,Default,High
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,In stock,Science Fiction,High
Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,In stock,Nonfiction,Very Low
Dead Wake: The Last Crossing of the Lusitania,39.24,5,In stock,Default,Medium
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,In stock,Default,Very Low
Darkfever (Fever #1),56.02,1,In stock,Fantasy,High
Dark Places,23.9,5,In stock,Default,Low
Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,In stock,Fiction,High
Counting Thyme,10.62,1,In stock,Childrens,Very Low
Cosmos,36.17,2,In stock,Unlabeled,Medium
Civilization and Its Discontents,59.95,2,In stock,Psychology,High
Cinder (The Lunar Chronicles #1),26.09,1,In stock,Young Adult,Low
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,In stock,Parenting,Medium
Career of Evil (Cormoran Strike #3),24.72,2,In stock,Mystery,Low
Breaking Dawn (Twilight #4),35.28,5,In stock,Default,Medium
Brave Enough,51.32,5,In stock,Nonfiction,High
Boy Meets Boy,21.12,3,In stock,Young Adult,Very Low
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,In stock,Nonfiction,Low
Blink: The Power of Thinking Without Thinking,21.74,5,In stock,Nonfiction,Very Low
Black Flags: The Rise of ISIS,40.87,1,In stock,Nonfiction,Medium
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,In stock,Sequential Art,High
Big Little Lies,22.11,1,In stock,Fiction,Very Low
Between Shades of Gray,20.79,5,In stock,Historical Fiction,Very Low
Best of My Love (Fool's Gold #20),27.41,2,In stock,Romance,Low
Beowulf,38.35,2,In stock,Classics,Medium
Beautiful Creatures (Caster Chronicles #1),21.55,5,In stock,Default,Very Low
Awkward,38.02,2,In stock,Sequential Art,Medium
Ash,22.06,4,In stock,Fantasy,Very Low
Are We There Yet?,10.66,3,In stock,Childrens,Very Low
Are We Smart Enough to Know How Smart Animals Are?,56.58,1,In stock,Nonfiction,High
Annie on My Mind,36.83,5,In stock,Young Adult,Medium
And Then There Were None,35.01,2,In stock,Classics,Medium
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,In stock,Nonfiction,Low
A Visit from the Goon Squad,14.08,5,In stock,Default,Very Low
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,In stock,Fantasy,Low
A Heartbreaking Work of Staggering Genius,54.29,5,In stock,Autobiography,High
8 Keys to Mental Health Through Exercise,31.04,1,In stock,Psychology,Low
#GIRLBOSS,50.96,1,In stock,Unlabeled,High
"The Suffragettes (Little Black Classics, #96)",11.89,2,In stock,Nonfiction,Very Low
The Sense of an Ending,31.38,3,In stock,Unlabeled,Low
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,In stock,Sequential Art,High
The Course of Love,16.78,3,In stock,Fiction,Very Low
Sugar Rush (Offensive Line #2),24.42,1,In stock,Sports and Games,Low
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,In stock,Sequential Art,Very Low
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,In stock,Philosophy,Very Low
New Moon (Twilight #2),12.86,4,In stock,Young Adult,Very Low
Life,31.58,5,In stock,Music,Low
Kindle Paperwhite User's Guide,34,3,In stock,Nonfiction,Low
H is for Hawk,57.42,5,In stock,Nonfiction,High
Girl Online On Tour (Girl Online #2),53.47,1,In stock,Young Adult,High
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,In stock,Sequential Art,Very Low
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,In stock,Childrens,High
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,In stock,Sequential Art,Very Low
While You Were Mine,41.32,5,In stock,Historical Fiction,Medium
Where Lightning Strikes (Bleeding Stars #3),39.77,3,In stock,Romance,Medium
When I'm Gone,51.96,3,In stock,Fiction,High
Ways of Seeing,39.51,5,In stock,Art,Medium
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,In stock,Paranormal,Very Low
Vampire Girl (Vampire Girl #1),53.82,2,In stock,Fantasy,High
Twenty Love Poems and a Song of Despair,30.95,4,In stock,Poetry,Low
Travels with Charley: In Search of America,57.82,5,In stock,Nonfiction,High
Three Wishes (River of Time: California #1),44.18,2,In stock,Science Fiction,Medium
This One Moment (Pushing Limits #1),48.71,1,In stock,Romance,High
The Zombie Room,19.69,5,In stock,Default,Very Low
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,In stock,Sequential Art,Medium
The Tumor,41.56,5,In stock,Nonfiction,Medium
The Story of Hong Gildong,43.19,4,In stock,Classics,Medium
The Silent Wife,12.34,5,In stock,Fiction,Very Low
The Silent Twin (Detective Jennifer Knight #3),36.25,3,In stock,Fantasy,Medium
The Selfish Gene,29.45,1,In stock,Science,Low
The Secret Healer,34.56,3,In stock,Historical Fiction,Low
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,In stock,Sequential Art,High
The Republic,33.78,3,In stock,Unlabeled,Low
The Odyssey,29.64,3,In stock,Unlabeled,Low
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,In stock,Mystery,High
The Nicomachean Ethics,36.34,1,In stock,Philosophy,Medium
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,In stock,Default,High
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,In stock,Fantasy,Low
The Little Prince,45.42,2,In stock,Classics,Medium
The Light of the Fireflies,54.43,1,In stock,Unlabeled,High
The Last Girl (The Dominion Trilogy #1),36.26,2,In stock,Science Fiction,Medium
The Iliad,16.16,1,In stock,Unlabeled,Very Low
The Hook Up (Game On #1),36.29,5,In stock,New Adult,Medium
The Haters,27.89,5,In stock,Young Adult,Low
The Girl You Lost,12.29,5,In stock,Mystery,Very Low
The Girl In The Ice (DCI Erika Foster #1),15.85,3,In stock,Mystery,Very Low
The End of the Jesus Era (An Investigation #1),14.4,1,In stock,Nonfiction,Very Low
The Edge of Reason (Bridget Jones #2),19.18,4,In stock,Womens Fiction,Very Low
The Complete Maus (Maus #1-2),10.64,3,In stock,Sequential Art,Very Low
The Communist Manifesto,14.76,3,In stock,Unlabeled,Very Low
The Bhagavad Gita,57.49,3,In stock,Religion,High
The Bette Davis Club,30.66,3,In stock,Fiction,Low
The Art of Not Breathing,40.83,4,In stock,Young Adult,Medium
Taking Shots (Assassins #1),18.88,2,In stock,Default,Very Low
Starlark,25.83,3,In stock,Historical Fiction,Low
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,In stock,Sequential Art,Medium
Sister Sable (The Mad Queen #1),13.33,3,In stock,Fantasy,Very Low
Shatter Me (Shatter Me #1),42.4,1,In stock,Default,Medium
Shameless,58.35,3,In stock,New Adult,High
Shadow Rites (Jane Yellowrock #10),21.72,4,In stock,Fantasy,Very Low
Settling the Score (The Summer Games #1),44.91,2,In stock,Sports and Games,Medium
Sense and Sensibility,37.46,1,In stock,Classics,Medium
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,In stock,Sequential Art,Low
"Rhythm, Chord & Malykhin",28.34,2,In stock,Romance,Low
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,In stock,Sequential Art,Medium
Paradise Lost (Paradise #1),24.96,1,In stock,Default,Low
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,In stock,Sequential Art,Very Low
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,In stock,Sequential Art,Low
Origins (Alphas 0.5),28.99,1,In stock,Fantasy,Low
One Second (Seven #7),52.94,2,In stock,Fantasy,High
On the Road (Duluoz Legend),32.36,3,In stock,Default,Low
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,In stock,Music,High
Off Sides (Off #1),39.45,5,In stock,New Adult,Medium
Of Mice and Men,47.11,2,In stock,Classics,Medium
Myriad (Prentor #1),58.75,4,In stock,Fantasy,High
My Perfect Mistake (Over the Top #1),38.92,2,In stock,Romance,Medium
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,In stock,Sequential Art,Medium
Meditations,25.89,2,In stock,Philosophy,Low
Matilda,28.34,1,In stock,Childrens,Low
Lost Among the Living,27.7,4,In stock,Historical Fiction,Low
Lord of the Flies,24.89,3,In stock,Unlabeled,Low
Listen to Me (Fusion #1),58.99,3,In stock,Romance,High
Kitchens of the Great Midwest,57.2,5,In stock,Fiction,High
Jane Eyre,38.43,5,In stock,Default,Medium
Imperfect Harmony,34.74,4,In stock,Romance,Low
Icing (Aces Hockey #2),40.44,4,In stock,Sports and Games,Medium
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,In stock,Sequential Art,Medium
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,In stock,Science Fiction,Low
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,In stock,Sequential Art,High
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,In stock,Sequential Art,Medium
Frankenstein,38,2,In stock,Default,Medium
Forever Rockers (The Rocker #12),28.8,3,In stock,Music,Low
Fighting Fate (Fighting #6),39.24,3,In stock,Romance,Medium
Emma,32.93,2,In stock,Classics,Low
"Eat, Pray, Love",51.32,3,In stock,Nonfiction,High
Deep Under (Walker Security #1),47.09,5,In stock,Romance,Medium
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,In stock,Religion,Low
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,In stock,Childrens,Low
Charity's Cross (Charles Towne Belles #4),41.24,1,In stock,Romance,Medium
Bright Lines,39.07,5,In stock,Fiction,Medium
Bridget Jones's Diary (Bridget Jones #1),29.82,1,In stock,Womens Fiction,Low
Bounty (Colorado Mountain #7),37.26,4,In stock,Romance,Medium
Blood Defense (Samantha Brinkman #1),20.3,3,In stock,Mystery,Very Low
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,In stock,Sequential Art,Low
Beyond Good and Evil,43.38,1,In stock,Philosophy,Medium
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,In stock,Classics,High
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,In stock,Sequential Art,High
A Spy's Devotion (The Regency Spies of London #1),16.97,5,In stock,Historical Fiction,Very Low
1st to Die (Women's Murder Club #1),53.98,1,In stock,Mystery,High
"1,000 Places to See Before You Die",26.08,5,In stock,Travel,Low
